smiles,NP-KV_value,NP-KV,P-KV_value,P-KV,NP-VAN_value,NP-VAN,P-VAN_value,P-VAN,group,stratify_group
CCC(CC)(C(=O)OCC(C)C)C(=O)Oc1c(F)cccc1Cl,,0.0,,0.0,2018.0,1.0,,0.0,C_O,C_O
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,,0.0,,0.0,,0.0,2310.0,1.0,Ar_OH,Ar_OH
CC(=O)O[C@@H]1CC2CC1[C@@H]1CCC[C@H]21,1432.0,1.0,1867.0,1.0,,0.0,,0.0,bicyclic,bicyclic
CCCC(C)OC(=O)CCCC(=O)OC(C)C(C)C,,0.0,,0.0,1734.0,1.0,,0.0,C_O,C_O
C[Si](C)(C)OCCN(CCO)CCO[Si](C)(C)C,,0.0,,0.0,1535.0,1.0,,0.0,Al_OH,Al_OH
CCC(C)OC(=O)C(Br)Br,,0.0,,0.0,1169.0,1.0,1663.0,1.0,alkyl_halide,alkyl_halide
CCOC(=O)CCCC(=O)Oc1c(Cl)cc(Cl)cc1Cl,,0.0,,0.0,2214.0,1.0,,0.0,halogen,halogen
CN(C)C(=Nc1ccccc1)C(C)(C)C,1539.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
O=COCCc1ccccc1,,0.0,,0.0,1148.1,1.0,1763.425,1.0,C_O,C_O
CCCCCO[Si](Cl)(CC)CC,,0.0,,0.0,1177.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C[Si](C)(OCCCCCCCCCCC)OC(CCC)CCCC,,0.0,,0.0,2179.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCC(C)Cl,,0.0,,0.0,3274.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(C(=O)OCC(F)(F)C(F)F)c1ccccc1,,0.0,,0.0,1350.0,1.0,,0.0,alkyl_halide,alkyl_halide
CC(C)(C(=O)OCC(F)(F)C(F)F)C(=O)OCC(F)(F)C(F)F,,0.0,,0.0,1123.0,1.0,,0.0,alkyl_halide,alkyl_halide
COc1ccccc1OCCOCCOCCN1CCCCC1,2369.0,1.0,,0.0,,0.0,,0.0,ether,ether
CCCCCCCCCCCCCCOC(=O)CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,,0.0,,0.0,2242.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,,0.0,,0.0,1556.0,1.0,,0.0,alkyl_halide,alkyl_halide
C[Si](C)(C)OC[C@@H]1O[C@@H](O[Si](C)(C)C)[C@@H](O[Si](C)(C)C)[C@H](O[Si](C)(C)C)[C@@H]1O[Si](C)(C)C,1892.0,1.0,,0.0,,0.0,,0.0,ether,ether
CCCCCCCCCCCOC(=O)COCC(=O)OCc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,3172.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCc1ccc(OC)cc1OC,1982.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCOC(=O)CC(C)CC(C)(C)C,,0.0,,0.0,1250.0,1.0,,0.0,C_O,C_O
CCCCCCCOC(=O)CCC(=O)OCc1ccc(CCl)cc1,,0.0,,0.0,2624.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCC(CC)(CC)CC,955.6166666666666,1.0,,0.0,,0.0,,0.0,unknown,unknown
COc1cc2c(c3oc4cccc(O[Si](C)(C)C)c4c(=O)c13)C1C=COC1O2,,0.0,,0.0,3031.0,1.0,,0.0,bicyclic,bicyclic
CCCCCCCCCCCOC(=O)C1CC=CCC1C(=O)OCCC(C)C,,0.0,,0.0,2647.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCOC(=O)c1ccccc1C(=O)OC(CCC)CCC,,0.0,,0.0,2224.0,1.0,,0.0,C_O,C_O
C=C1CC23CC(C)CC(C1C(C)C)C2C3,,0.0,,0.0,1485.0333333333335,1.0,,0.0,allylic_oxid,allylic_oxid
CC(C)CCCC(C)CCO,1171.9,1.0,1680.0,1.0,1181.775,1.0,1665.975,1.0,Al_OH,Al_OH
CCCCCCOC(=O)C(CC(C)C)N(C)C(=O)OC1CC(C)CCC1C(C)C,,0.0,,0.0,2466.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCOC(=O)CCC(=O)OCc1ccc(CCl)cc1,,0.0,,0.0,2421.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)OCCCCCCCCC,,0.0,,0.0,3256.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
O=Cc1cc(Cl)cc(Cl)c1OC(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F,,0.0,,0.0,2054.0,1.0,,0.0,halogen,halogen
CCCCCCCOC(=O)CCCCCCCCC(=O)Oc1ccc(C=O)cc1,,0.0,,0.0,3217.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CN(C)C(Cc1ccccc1)=NCc1ccccc1,2148.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
C#CC(C)OC(=O)CCCC(=O)Oc1cccc(C(F)(F)F)c1F,,0.0,,0.0,1815.0,1.0,,0.0,halogen,halogen
CC(C[C@@H](O[Si](C)(C)C)C(=O)O[Si](C)(C)C)O[Si](C)(C)C,1437.0,1.0,,0.0,,0.0,,0.0,C_O,C_O
CC(C)[C@]1(O)CC[C@H](C)[C@@H](O)C1,1450.0,1.0,,0.0,,0.0,,0.0,Al_OH,Al_OH
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,2347.5,1.0,,0.0,2291.5,1.0,,0.0,NH0,NH0
CCc1cccc(OC(=O)CCl)c1,,0.0,,0.0,1502.0,1.0,,0.0,C_O,C_O
CCC(C)SC,785.0,1.0,,0.0,,0.0,,0.0,sulfide,sulfide
CCc1ncoc1CC,940.0,1.0,1279.0,1.0,,0.0,,0.0,aryl_methyl,aryl_methyl
CCSC(C)SC,1021.0,1.0,,0.0,,0.0,,0.0,sulfide,sulfide
C=CCCOC(=O)OCCCCCCCCCCCCC,,0.0,,0.0,2019.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCOC(=O)COCC(=O)Oc1cccc(C)c1,,0.0,,0.0,2760.0,1.0,,0.0,ether,ether
CCCCCCC(C)OC(=O)c1cccc(C(=O)OC(CCC)C(C)C)n1,,0.0,,0.0,2437.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCN(CC)C(=O)C(C)C,,0.0,,0.0,1935.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C[Si](C)(OCCCCCCCCCCCCCC)OC(CCC)CCC,,0.0,,0.0,2297.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C/C=C\C(=O)O,,0.0,,0.0,,0.0,1651.0,1.0,Al_COO,Al_COO
CC(C)COCc1cc(F)c(F)c(F)c1F,,0.0,,0.0,1177.0,1.0,,0.0,halogen,halogen
CCCCCOC(=O)CCC(=O)OCCc1cccc(Cl)c1,,0.0,,0.0,2335.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCOC(=O)C1CCN(C(=O)c2ccc(F)c(F)c2)CC1,,0.0,,0.0,3240.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCOC(=O)c1ccc(C(=O)OC(C)C(C)C)cc1,,0.0,,0.0,2889.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(S)C(C)CO,,0.0,,0.0,,0.0,1833.0,1.0,Al_OH,Al_OH
CCOC(=O)CC,688.1965986394558,1.0,949.375,1.0,703.8333333333334,1.0,949.8412698412698,1.0,C_O,C_O
CCCCCOC(=O)C1CCN(C(=O)c2cc(F)ccc2C(F)(F)F)CC1,,0.0,,0.0,2388.0,1.0,,0.0,halogen,halogen
C=CC(=C)CCC(=O)C(=C)C,,0.0,,0.0,,0.0,1345.0,1.0,allylic_oxid,allylic_oxid
CCCCCCCO[Si](CC)(CC)Oc1cccc(Cl)c1,,0.0,,0.0,1995.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC[C@@H](CCC(C)C1CCC2C3CC[C@@H]4C[C@H](O[Si](C)(C)CC)CCC4(C)C3CCC12C)C(C)C,3473.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
CCCCCCCCCCCO[Si](CC)(CC)Oc1c(Cl)ccc(Cl)c1Cl,,0.0,,0.0,2723.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)(C)C1CC2C3C=CC(C3)C21,,0.0,,0.0,1211.0,1.0,,0.0,bicyclic,bicyclic
CC(C)=CC(=O)OCCC(C)C,1146.0,1.0,,0.0,1184.0,1.0,,0.0,C_O,C_O
CC(C)CC(=O)OC/C=C/c1ccccc1,,0.0,,0.0,1663.0,1.0,2289.0,1.0,C_O,C_O
CCCCCCCCCCCOC(=O)CCC(=O)OCCc1ccccc1F,,0.0,,0.0,2743.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C(C)[C@@H](CC)CCC(C)C1CCC2C3=CC[C@@H]4[C@@H](C)C(OC(C)=O)CCC4(C)C3CCC21C,3439.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
CCCCCOC(=O)C(N=C(O)OCc1ccccc1)C1CCCCC1,,0.0,,0.0,2645.0,1.0,,0.0,ether,ether
COC(=O)CC(O)(CC(=O)O)C(=O)OC,,0.0,,0.0,1563.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCC(CC(=O)OC)O[Si](C)(C)C(C)(C)C,,0.0,,0.0,2734.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCOC(=O)c1ccc(C(=O)Oc2cccc(OC)c2)cc1,,0.0,,0.0,3091.0,1.0,,0.0,ether,ether
O=C(CCC(=O)Oc1c(Cl)cccc1Cl)Oc1c(F)cccc1Cl,,0.0,,0.0,2660.0,1.0,,0.0,halogen,halogen
COC(=O)C(c1cccc([N+](=O)[O-])c1)c1ccccc1[N+](=O)[O-],2466.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
CCCCCCCN=C(O)c1ccc(F)c(F)c1F,,0.0,,0.0,1826.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCC[Si](CCCCC)(CCCCC)CCCCC,1820.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCC/C=C\CCCCCCO,,0.0,,0.0,1660.0,1.0,2206.0,1.0,unbrch_alkane,unbrch_alkane
CCCCC(CCC)OC(=O)CCCCCCCCC(=O)OCC(C)C,,0.0,,0.0,2434.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CCCCCOC(=O)CCC(=O)OCC(Cl)Cl,,0.0,,0.0,1895.0,1.0,,0.0,C_O,C_O
O=C(CCCCCCCCC(=O)OCCc1ccc(Cl)cc1)OCCc1ccc(Cl)cc1,,0.0,,0.0,1535.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(=O)OC[C@H]1O[C@@H](n2cnc3c(N=C(C)O)ncnc32)CC1O[Si](C)(C)C(C)(C)C,3079.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
C#CC(C)OC(=O)CCC(=O)OCC/C=C/CC,,0.0,,0.0,1660.0,1.0,,0.0,C_O,C_O
CCOC(=O)c1ccccc1C(=O)Oc1cc(Cl)ccc1Cl,,0.0,,0.0,2388.0,1.0,,0.0,C_O,C_O
CC(OC(=O)CCC(=O)OCC1CCCCC1)C(C)(C)C,,0.0,,0.0,2000.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,,0.0,,0.0,3184.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(OC(=O)CCCC(=O)OCC(Cl)Cl)C(F)(F)F,,0.0,,0.0,1509.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCCCCCCCCCCCO[Si](CC)(CC)OCc1ccc(Cl)cc1,,0.0,,0.0,2819.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cnc(O[Si](C)(C)C)nc1N[Si](C)(C)C,1536.3,1.0,,0.0,1546.0,1.0,,0.0,Ar_N,Ar_N
CCCCOC(=O)C(CC)(CC)C(=O)Oc1cc(Cl)cc(Cl)c1,,0.0,,0.0,2160.0,1.0,,0.0,C_O,C_O
C=CCCOC(=O)N(C)C(C)C(=O)OCCCCCCCCC,,0.0,,0.0,2113.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCC(C)CCCCCCCCCC(C)CC,2800.0,1.0,,0.0,2800.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
COc1cccc(N=CN2CCCC2)c1,1985.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
CC1CCCSSC1,,0.0,,0.0,1231.0,1.0,,0.0,unknown,unknown
CC(C)C(=NCC(=O)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C,,0.0,,0.0,1621.0,1.0,,0.0,C_O,C_O
CCCCCCOC(=O)CCCC(=O)Oc1cc(C)ccc1Cl,,0.0,,0.0,2478.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCC(CCCCC)CCCCCCCC,,0.0,,0.0,2261.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCN(CC)CCOCCOCCOCCO,,0.0,,0.0,1720.0,1.0,,0.0,ether,ether
CC1(C)C2CC=C(COO)C1C2,,0.0,,0.0,1629.0,1.0,,0.0,allylic_oxid,allylic_oxid
CCCOC1CCCC(OCCC)O1,1275.0,1.0,,0.0,,0.0,,0.0,ether,ether
CCCCCCCCCCCCCCOC(=O)C1CC=CCC1C(=O)OCCC(C)C,,0.0,,0.0,2948.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)COC(=O)CCCCCCCCC(=O)OCCc1ccc(Cl)cc1,,0.0,,0.0,2778.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC/C=C/CCCCCCCCCO,,0.0,,0.0,1669.0,1.0,2212.0,1.0,unbrch_alkane,unbrch_alkane
C=C[Si](C)(OCCCCC)OCCCCCCCC,,0.0,,0.0,1729.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)Oc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(OC(C)C)cc2)cc1,,0.0,,0.0,3457.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C[SiH2]c1ccccc1,879.7,1.0,,0.0,,0.0,,0.0,benzene,benzene
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,,0.0,,0.0,2305.0,1.0,,0.0,halogen,halogen
Cc1cccc(OC(=O)/C=C/C(=O)N(C)C)c1,,0.0,,0.0,2123.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCOC(=O)CCCC(=O)OCCc1cccc(Br)c1,,0.0,,0.0,3227.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CON=Cc1ccc(OC)c(OC)c1,,0.0,,0.0,1419.0,1.0,,0.0,ether,ether
CCCCCCCCCCCCO[Si](CC)(CC)OC(CC)CCCC,,0.0,,0.0,2208.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
O=[N+]([O-])c1ccccc1Cc1ccccc1,1785.8,1.0,,0.0,1820.0,1.0,,0.0,benzene,benzene
CCCCC(CC)O[Si](CC)(CC)OC(CC)CCCC,,0.0,,0.0,1650.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C(C)[C@H](CC=C(C)C)COC(=O)CC(C)C,,0.0,,0.0,1502.125,1.0,1761.0,1.0,allylic_oxid,allylic_oxid
CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1c(F)cccc1C(F)(F)F,,0.0,,0.0,2342.0,1.0,,0.0,halogen,halogen
O=C(OCCCCCCCl)c1cccc(Cl)c1,,0.0,,0.0,2092.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)C(=Nc1ccccc1)N(C)C,1541.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
CCCCCCCCCCCCCCCCCCCCCC(C)CCCC(C)C,2808.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCOC(=O)C1CCN(C(=O)c2ccc(F)cc2F)CC1,,0.0,,0.0,2140.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCOC(=O)CCCCCCCCC(=O)Oc1ccccc1CC,,0.0,,0.0,3264.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCC(Cl)CC(=O)OC,1555.0,1.0,1949.0,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCOC(=O)CCCC(=O)N(CCCC)c1ccccc1,,0.0,,0.0,3173.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(C)OC(=O)c1ccccc1O,,0.0,,0.0,1417.0,1.0,,0.0,Ar_OH,Ar_OH
CCCC(C)OC(=O)/C=C/C(=O)Oc1cccc(Cl)c1Cl,,0.0,,0.0,2224.0,1.0,,0.0,C_O,C_O
CCC(Cl)CCCCCCCCCCC(=O)OC,1929.0,1.0,2396.0,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCOC(=O)CCCCCCCCC(=O)OCCOc1ccc(Br)cc1,,0.0,,0.0,3009.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C[C@@H]1CCC2C(C)(C)C3(C)CC[C@@]21CC3O,,0.0,,0.0,1692.0,1.0,2316.0,1.0,bicyclic,bicyclic
Brc1ccc2c(c1)oc1cc(Br)c(Br)cc12,,0.0,,0.0,2478.0,1.0,,0.0,bicyclic,bicyclic
CCCCCCCCCCCCN(CC)S(C)(=O)=O,,0.0,,0.0,2586.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
O=c1c2c(nc3ccccn13)CCCC2,2064.0,1.0,,0.0,,0.0,,0.0,Ar_N,Ar_N
CC=NN(CC)CC,828.05,1.0,,0.0,,0.0,,0.0,NH0,NH0
CC/C=C/CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,,0.0,,0.0,3130.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCO[Si](CC)(CC)OCCc1ccccc1,,0.0,,0.0,1836.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCC(=O)OCC(Cl)CCl,1636.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cc2ccccc2cn1,1313.0,1.0,,0.0,1322.0,1.0,,0.0,Ar_N,Ar_N
CCC(CC)COC(=O)c1ccccc1C(=O)O[Si](C)(C)C,,0.0,,0.0,1973.0,1.0,,0.0,C_O,C_O
CCCCCCC(Cl)CCCCCCCC(=O)OC,2005.0,1.0,2471.0,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCC/C=C/CCCOC(=O)CCC(=O)Oc1ccc(Cl)c(C)c1,,0.0,,0.0,2791.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
COCCOCCOC(=O)OCC(C)C,,0.0,,0.0,1432.0,1.0,,0.0,ether,ether
C=CCCC(C)CCCC,,0.0,,0.0,952.0,1.0,,0.0,allylic_oxid,allylic_oxid
CCCCCCCCCCCCOC(=O)CCCCC(=O)OCCC(C)CCC=C(C)C,,0.0,,0.0,3066.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCOP(=O)(OCCCC)Oc1ccc([N+](=O)[O-])cc1,2345.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
C[Si](C)(C)OC[C@@H]1O[C@@H](O[Si](C)(C)C)[C@@H](O[Si](C)(C)C)[C@@H](O[Si](C)(C)C)[C@H]1O[Si](C)(C)C,1862.0,1.0,1754.0,1.0,,0.0,,0.0,ether,ether
CC1OC1(C)C,668.0500000000001,1.0,,0.0,,0.0,,0.0,epoxide,epoxide
COc1ccc(C(=Nc2ccccc2)N(C)C)cc1,2059.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
CCOC(=O)C1CCN(C(=O)c2c(F)ccc(C)c2F)CC1,,0.0,,0.0,2292.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCOC(=O)C1CCCCN1C(=O)OCC,,0.0,,0.0,2512.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCOC(=O)c1ccc(C(=O)OCc2ccccc2Br)cc1,,0.0,,0.0,3158.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)CC(C)(C)Nc1nc(Cl)nc(NC(C)(C)CC(C)C)n1,2241.03625,1.0,,0.0,,0.0,,0.0,Ar_N,Ar_N
CC1=CCC=C1,637.7716666666668,1.0,834.2,1.0,,0.0,,0.0,allylic_oxid,allylic_oxid
Brc1cc(Br)c2c(oc3ccc(Br)c(Br)c32)c1Br,,0.0,,0.0,3172.0,1.0,,0.0,halogen,halogen
C[Si](C)(C)OC(=O)CSCC(=O)O[Si](C)(C)C,,0.0,,0.0,1529.0,1.0,,0.0,C_O,C_O
C[C@H]1CCC[C@H](O)C1,964.0,1.0,,0.0,,0.0,,0.0,Al_OH,Al_OH
CCCCC(CC)COC(=O)CCCC(=O)Oc1cc(C)ccc1Cl,,0.0,,0.0,2556.0,1.0,,0.0,C_O,C_O
CCCCCCCCOC(=O)c1cccc(Cl)c1,1920.5,1.0,2468.5,1.0,1947.1666666666663,1.0,2460.0,1.0,unbrch_alkane,unbrch_alkane
C=CCCCCCCCCCC,1188.7325396825397,1.0,1249.2114583333332,1.0,1189.9859523809523,1.0,1238.9566666666665,1.0,unbrch_alkane,unbrch_alkane
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,1758.0,1.0,,0.0,,0.0,,0.0,Al_OH,Al_OH
Cc1ccc2ccc(C)c(C)c2c1,1539.0,1.0,,0.0,,0.0,,0.0,aryl_methyl,aryl_methyl
O=C(CCCCCC(=O)Oc1cc(F)ccc1[N+](=O)[O-])Oc1cc(F)ccc1[N+](=O)[O-],,0.0,,0.0,2052.0,1.0,,0.0,C_O,C_O
CC(C)C(C)O[Si](C)(C)c1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,1295.0,1.0,,0.0,halogen,halogen
CCCC(O)CC(C)O,1051.0,1.0,,0.0,,0.0,,0.0,Al_OH,Al_OH
CCCCCCCCCOC(=O)CCCC(=O)Oc1ccc(-c2ccccc2)cc1,,0.0,,0.0,3335.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(CC)C(=O)OCc1ccc(F)c(F)c1,,0.0,,0.0,1464.0,1.0,,0.0,halogen,halogen
CCCCCCCC(=O)OCCCC,1370.0,1.0,,0.0,1385.75,1.0,1605.5,1.0,unbrch_alkane,unbrch_alkane
CC/C=C/CCCCCCCCCCOC(=O)CCCCC(=O)OCCCC(C)C,,0.0,,0.0,2887.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCc1cccc(OC)c1,,0.0,,0.0,3407.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC1(C)CCC=C2C[C@@](C)(O)CCC21,,0.0,,0.0,1412.0,1.0,,0.0,Al_OH,Al_OH
CCCCCCCCCCCCC(CCC)CCCC,,0.0,,0.0,1910.5,1.0,,0.0,unbrch_alkane,unbrch_alkane
O=C(CCCC(=O)Oc1cc(Cl)c(Cl)cc1Cl)OCC(Cl)Cl,,0.0,,0.0,2660.0,1.0,,0.0,halogen,halogen
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1019.3333333333334,1.0,,0.0,,0.0,,0.0,alkyl_halide,alkyl_halide
CC1(C)CCCC2(C)OC(=O)C=C12,,0.0,,0.0,,0.0,2325.0,1.0,C_O,C_O
CCCNc1ccccc1C(=O)OCCC,,0.0,,0.0,1743.0,1.0,,0.0,C_O,C_O
Clc1cc(Br)c(Br)c2c1Oc1c(Cl)cc(Br)c(Br)c1O2,,0.0,,0.0,3168.0,1.0,,0.0,halogen,halogen
COC(=O)c1ccccc1SC(=O)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,0.0,1432.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCCOC(=O)c1ccccc1C(=O)OCc1ccc(C)c([N+](=O)[O-])c1,,0.0,,0.0,3258.0,1.0,,0.0,C_O,C_O
C[Si](C)(C)OC(=O)C(O[Si](C)(C)C)C(O[Si](C)(C)C)C(=O)O[Si](C)(C)C,,0.0,,0.0,1667.0,1.0,,0.0,C_O,C_O
CN1CCN2c3ccccc3Cc3ccccc3C2C1,2207.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
Cc1ccc(COC(=O)c2ccccc2C(=O)OCC(C)C)cc1[N+](=O)[O-],,0.0,,0.0,3207.0,1.0,,0.0,C_O,C_O
CC(S)CS,885.75,1.0,,0.0,,0.0,,0.0,SH,SH
C=C[Si](C)(OCCCCCC)O[Si](C)(C=C)OC(C)CC(C)C,,0.0,,0.0,1666.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C(C)C(=O)Oc1cc(Cl)c(Cl)cc1Cl,,0.0,,0.0,1702.0,1.0,,0.0,halogen,halogen
CCCCCC(CCC)C(CCC)CCCCC,1560.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCC(CC)COC(=O)CCCC(=O)OCC1CCCCC1,,0.0,,0.0,2366.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCOC(=O)CCCC(=O)OCc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,3282.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCOC(=O)CCCC(=O)OCCC(CCOC)c1ccccc1,,0.0,,0.0,2404.0,1.0,,0.0,ether,ether
CC#CC(CC)OC(=O)CCCC(=O)OCCC(C)C,,0.0,,0.0,1867.0,1.0,,0.0,C_O,C_O
CC(=O)OC1=CC[C@]2(C)C(=C1)CCC1C2CC[C@]2(C)C1CC[C@H]2OC(C)=O,2726.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
O=C(Cc1cccc2ccccc12)Oc1cccc(Cl)c1Cl,,0.0,,0.0,1297.0,1.0,,0.0,benzene,benzene
CCCCCCCCCCCOC(=O)C1CCN(C(=O)c2cccc(C(F)(F)F)c2F)CC1,,0.0,,0.0,3054.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1ccc(F)c(C(O)=NCCC(C)C)c1F,,0.0,,0.0,1799.0,1.0,,0.0,halogen,halogen
CC#CC(CC)OC(=O)CCCC(=O)Oc1cccc(C(F)(F)F)c1F,,0.0,,0.0,2037.0,1.0,,0.0,halogen,halogen
CC#CC(CC)OC(=O)CCCC(=O)OCCCCCCCCC,,0.0,,0.0,2356.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
ClCCSSSSCCCl,,0.0,,0.0,1839.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCOC(=O)c1ccccc1C(=O)Oc1cccc(C)c1C,,0.0,,0.0,2477.0,1.0,,0.0,C_O,C_O
CCOC(=O)CCCCCCCCC(=O)OCc1ccc(Oc2ccccc2)cc1,,0.0,,0.0,3140.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCOC(=O)C(CC)(CC)C(=O)Oc1cc(Cl)c(Cl)cc1Cl,,0.0,,0.0,2183.0,1.0,,0.0,halogen,halogen
CCCCCCCCCCCCCC(O)=NC(C)CCCCC,,0.0,,0.0,2437.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
